stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
10842130,20622,"Van Nuys & Osborne","",34.233421,-118.450105,,,0,,,0,,
10842131,20623,"Van Nuys & Nordoff","",34.235932,-118.45017,,,0,,,0,,
10842132,20624,"Van Nuys & Tupper","",34.239329,-118.450094,,,0,,,0,,
10842133,20625,"Van Nuys & Novice","",34.243932,-118.450068,,,0,,,0,,
10842134,20626,"Van Nuys & Woodman","",34.24724,-118.447713,,,0,,,0,,
10842165,20627,"Van Nuys & Canterbury","",34.249022,-118.445277,,,0,,,0,,
10842166,20628,"Van Nuys & Beachy","",34.251417,-118.441983,,,0,,,0,,
10842171,20629,"Devonshire & Filmore","",34.257261,-118.441962,,,0,,,0,,
10842175,20630,"Paxton & Arleta","",34.260082,-118.44473,,,0,,,0,,
10842176,20631,"Paxton & Laurel Canyon","",34.264991,-118.438025,,,0,,,0,,
10842177,20632,"Paxton & Haddon","",34.267237,-118.434962,,,0,,,0,,
10842178,20633,"Paxton & Telfair","",34.269384,-118.431996,,,0,,,0,,
10842179,20634,"Paxton & San Fernando","",34.271687,-118.428849,,,0,,,0,,
10842180,20635,"Paxton & Bradley","",34.275059,-118.424194,,,0,,,0,,
10842181,20636,"Paxton & Herrick","",34.277479,-118.420918,,,0,,,0,,
10842182,20637,"Glenoaks & Paxton","",34.279358,-118.417885,,,0,,,0,,
10842183,20638,"Glenoaks & Filmore","",34.27669,-118.415049,,,0,,,0,,
10842331,20645,"Glenoaks & Van Nuys","",34.273983,-118.411814,,,0,,,0,,
10842332,20646,"Glenoaks & Filmore","",34.276652,-118.41462,,,0,,,0,,
10842336,20647,"Paxton & Glenoaks","",34.279411,-118.418476,,,0,,,0,,
10842337,20648,"Paxton & Herrick","",34.277543,-118.421023,,,0,,,0,,
10842338,20649,"Paxton & Bradley","",34.275035,-118.424449,,,0,,,0,,
10842339,20650,"Paxton & San Fernando","",34.27183,-118.42884,,,0,,,0,,
10842340,20651,"Paxton & Telfair","",34.269405,-118.432179,,,0,,,0,,
10842348,20652,"Paxton & Haddon","",34.267054,-118.435351,,,0,,,0,,
10842351,20653,"Paxton & Laurel Canyon","",34.264544,-118.438863,,,0,,,0,,
10842352,20654,"Arleta & Filmore","",34.256995,-118.442091,,,0,,,0,,
10842366,20655,"Van Nuys & Beachy","",34.251789,-118.441935,,,0,,,0,,
10842367,20656,"Van Nuys & Canterbury","",34.249395,-118.445224,,,0,,,0,,
10842368,20657,"Van Nuys & Woodman","",34.247391,-118.447927,,,0,,,0,,
10842370,20659,"Van Nuys & Tupper","",34.239302,-118.450341,,,0,,,0,,
10842371,20660,"Van Nuys & Nordoff","",34.235171,-118.450427,,,0,,,0,,
10842372,20661,"Van Nuys & Rayen","",34.231931,-118.450406,,,0,,,0,,
10842373,20662,"Van Nuys & Parthenia","",34.228512,-118.450381,,,0,,,0,,
10842391,20663,"Roscoe & Van Nuys","",34.221426,-118.44837,,,0,,,0,,
10842392,20664,"Roscoe & Wakefield","",34.221499,-118.443577,,,0,,,0,,
10842393,20665,"Roscoe & Hazeltine","",34.221566,-118.440051,,,0,,,0,,
10842394,20666,"Roscoe & Ranchito","",34.221592,-118.436182,,,0,,,0,,
10842395,20667,"Woodman & Roscoe","",34.222102,-118.432606,,,0,,,0,,
10842396,20668,"Woodman & Chase","",34.228268,-118.434505,,,0,,,0,,
10842397,20670,"Osborne & Woodman","",34.233089,-118.438319,,,0,,,0,,
10842398,20671,"Osborne & Gullo","",34.235683,-118.43464,,,0,,,0,,
10842399,20672,"Osborne & Canterbury","",34.237382,-118.432301,,,0,,,0,,
10842400,20673,"Osborne & Beachy","",34.239754,-118.429087,,,0,,,0,,
10842401,20674,"Osborne & Arleta","",34.242176,-118.425729,,,0,,,0,,
10842402,20675,"Osborne & Laurel Canyon","",34.246965,-118.419152,,,0,,,0,,
10842433,20676,"Osborne & Haddon","",34.249084,-118.416256,,,0,,,0,,
10842434,20677,"Osborne & Telfair","",34.251479,-118.412973,,,0,,,0,,
10842435,20678,"Osborne & San Fernando","",34.253953,-118.4097,,,0,,,0,,
10842436,20679,"Osborne & Chanute","",34.259362,-118.402866,,,0,,,0,,
10842437,20680,"Osborne & Glenoaks","",34.264026,-118.401911,,,0,,,0,,
10842439,20681,"Glenoaks & Osborne","",34.265255,-118.402346,,,0,,,0,,
10842440,20682,"Glenoaks & Gain","",34.269218,-118.406696,,,0,,,0,,
10842441,20683,"Glenoaks & Pierce","",34.271004,-118.408633,,,0,,,0,,
10842474,20658,"Van Nuys & Novice","",34.24379,-118.450352,,,0,,,0,,
10842475,20669,"Woodman & Montague","",34.229548,-118.435922,,,0,,,0,,
1224017,9245,"Redondo Beach & Marine Park and Ride","",33.895053,-118.36985800000002,,,0,,,0,,
1319653,2685,"Vermont & Lexington Ave.","",34.093287,-118.291635,,,0,,,0,,
1457171,6124,"Figueroa St & Jefferson Blvd (Northbound)","",34.022511,-118.279538,,,0,,,0,,
1457172,8162,"Jefferson Blvd & Figueroa St (Westbound)","",34.022213,-118.28038,,,0,,,0,,
1477844,5538,"Fries Ave & E St (Southbound)","",33.775558,-118.264759,,,0,,,0,,
1477845,5539,"Fries Ave & C St (Eastbound)","",33.772544,-118.264319,,,0,,,0,,
1477846,5540,"Avalon Blvd & D St (Northbound)","",33.774127,-118.261889,,,0,,,0,,
1477847,5541,"Avalon Blvd & F St (Northbound)","",33.777025,-118.262104,,,0,,,0,,
1482533,8005,"Hope St & 3rd St (Northbound)","",34.053602,-118.25230299999998,,,0,,,0,,
1522067,2324,"3rd & Holt (Westbound)","",34.073608,-118.37856,,,0,,,0,,
1522068,2777,"York & Ave. 66 (Westbound)","",34.113848,-118.179674,,,0,,,0,,
1522070,5031,"Florence Ave & Miramonte Blvd (Eastbound)","",33.974682,-118.24584199999998,,,0,,,0,,
1522072,5274,"Main St & 90th St","",33.954712,-118.273897,,,0,,,0,,
1522074,9505,"Crest Rd & Crenshaw Blvd (Eastbound)","",33.762639,-118.37043799999998,,,0,,,0,,
1522075,9649,"Olympic Blvd & Beverwil Dr. (Westbound)","",34.059722,-118.399369,,,0,,,0,,
1522076,9650,"Olympic Blvd & Beverwil Dr (Eastbound)","",34.059657,-118.399288,,,0,,,0,,
1548400,2889,"Argyle & Hollywood Arrive","changed from 2889 on 7-19-21",34.10271959853735,-118.32529641104507,,,0,,,0,,
1548411,2896,"Fountain & Wilcox ","",34.094381,-118.329848,,,0,,,0,,
1551944,8385,"Las Virgenes Rd. & 101 Fwy Overpass","",34.149227,-118.698077,,,0,,,0,,
1687864,8706,"Aviation Blvd & 135th St (Pick-up Only)","",33.909232,-118.378689,,,0,,,0,,
1687865,8754,"Aviation Blvd & Utah Ave (Drop-off Only)","",33.90885,-118.378763,,,0,,,0,,
1778862,2013,"Vermont Ave & Franklin Ave","",34.105586,-118.291761,,,0,,,0,,
1804482,1520,"Long Beach & Vernon Ave (Southbound)","",34.003742,-118.243468,,,0,,,0,,
1804483,1521,"Long Beach & 48th Pl. (Southbound)","",33.999453,-118.243481,,,0,,,0,,
1804484,1522,"Long Beach & 53rd St. (Southbound)","",33.995421,-118.243522,,,0,,,0,,
1804485,1523,"Long Beach & 55th St. (Southbound)","",33.993117,-118.243564,,,0,,,0,,
1804486,1605,"55th & Holmes Ave. (Southbound)","",33.992946,-118.241248,,,0,,,0,,
1804487,1606,"Holmes & Slauson Ave. (Southbound)","",33.989337,-118.241239,,,0,,,0,,
1804488,1607,"Holmes & Randolph St. (Southbound)","",33.987408,-118.241234,,,0,,,0,,
1804489,1613,"Holmes & 60th St. (Southbound)","",33.985487,-118.241258,,,0,,,0,,
1804490,1612,"Holmes & 62nd St. (Southbound)","",33.983943,-118.241268,,,0,,,0,,
1804491,1610,"Gage & Holmes Ave. (Northbound)","",33.981942,-118.240896,,,0,,,0,,
1804492,1611,"Wilmington & Gage Ave. (Northbound)","",33.98216,-118.238962,,,0,,,0,,
1804493,1609,"Holmes & 62nd St. (Northbound)","",33.983703,-118.241113,,,0,,,0,,
1804494,1608,"Holmes & 60th St. (Northbound)","",33.98548,-118.241099,,,0,,,0,,
1804495,1614,"Holmes & Randolph St. (Northbound)","",33.986766,-118.241083,,,0,,,0,,
1804496,1615,"Holmes & Slauson Ave. (Northbound)","",33.989036,-118.241064,,,0,,,0,,
1804497,1616,"Holmes & 55th St. (Northbound)","",33.993153,-118.241032,,,0,,,0,,
1804498,1617,"Holmes & 53rd St. (Northbound)","",33.994794,-118.241064,,,0,,,0,,
1804499,1618,"Long Beach & 52nd St. (Northbound)","",33.995514,-118.243184,,,0,,,0,,
1804500,1619,"Long Beach & 48th Place. (Northbound)","",33.99921,-118.243108,,,0,,,0,,
1804501,1520,"Long Beach & Vernon Ave. (Northbound)","",34.003751,-118.243012,,,0,,,0,,
1804736,1503,"Figueroa & MLK Jr. Blvd.","",34.01088112952811,-118.28284558895491,,,0,,,0,,
1804737,1504,"Figueroa & 42nd St. (CW)","",34.007182,-118.2828,,,0,,,0,,
1804738,1505,"Vernon & Figueroa St. (CW)","",34.003713,-118.282282,,,0,,,0,,
1804739,1506,"Vernon & Broadway (CW)","",34.003735,-118.278935,,,0,,,0,,
1804740,1507,"Vernon & Main St. (CW)","",34.003778,-118.274327,,,0,,,0,,
1804741,1508,"San Pedro & Vernon (CW)","",34.004062,-118.26955,,,0,,,0,,
1804742,1509,"42nd & San Pedro St. (CW)","",34.006539,-118.269375,,,0,,,0,,
1804743,1510,"42nd & Avalon Blvd. (CW)","",34.006567,-118.265443,,,0,,,0,,
1804744,1511,"Vernon & Avalon Blvd. (CW)","",34.003838,-118.265038,,,0,,,0,,
1804745,1512,"Vernon & McKinley Ave. (CW)","",34.00386,-118.261008,,,0,,,0,,
1804746,1513,"Central & Vernon Ave. (CW)","",34.004104,-118.256434,,,0,,,0,,
1804747,1514," Central & 42nd St. (CW)","",34.007389,-118.256418,,,0,,,0,,
1804748,1515,"41st & Central Ave. (CW)","",34.009187,-118.256257,,,0,,,0,,
1804749,1516,"41st & Hooper Ave. (CW)","",34.009224,-118.252268,,,0,,,0,,
1804750,1517,"41st & Compton Ave. (CW)","",34.00862,-118.247601,,,0,,,0,,
1804751,1595,"32nd St & Long Beach Ave (CW)","",34.011324,-118.243693,,,0,,,0,,
1804752,1519,"Long Beach & 42nd St. (CW)","",34.006143,-118.243371,,,0,,,0,,
1804753,1524,"55th & Compton Ave. (CW)","",33.993006,-118.247513,,,0,,,0,,
1804754,1525,"55th & Hooper Ave. (CW)","",33.993035,-118.251936,,,0,,,0,,
1804755,1526,"55th & Central Ave. (CW)","",33.993039,-118.256294,,,0,,,0,,
1804757,1528,"54th & Avalon Blvd. (CW)","",33.993413,-118.265419,,,0,,,0,,
1804758,1529,"54th & San Pedro St. (CW)","",33.993388,-118.269753,,,0,,,0,,
1804759,1530,"54th & Main St. (CW)","",33.993366,-118.273777,,,0,,,0,,
1804760,1531,"Main & Slauson Ave. (CW)","",33.989399,-118.274002,,,0,,,0,,
1804761,1532,"Slauson & Broadway (CW)","",33.989223,-118.278079,,,0,,,0,,
1804762,1533,"Slauson & Figueroa St. (CW)","",33.989205,-118.282414,,,0,,,0,,
1804765,1534,"Slauson & Hoover St. (CW)","",33.989192,-118.286888,,,0,,,0,,
1804766,1535,"Vermont & Slauson Ave. (CW)","",33.989799,-118.291439,,,0,,,0,,
1804767,1536,"Vermont & 54th St. (CW)","",33.993306,-118.291434,,,0,,,0,,
1804768,1537,"Vermont & 51st St. (CW)","",33.996271,-118.291455,,,0,,,0,,
1804769,1538,"Vermont & 48th St. (CW)","",33.999831,-118.291485,,,0,,,0,,
1804770,1539,"Vermont & 46th St. (CW)","",34.001765,-118.291482,,,0,,,0,,
1804771,1557,"Vermont & Vernon Ave.","",34.003978,-118.291469,,,0,,,0,,
1804772,1556,"Vermont & 42nd St. (CW)","",34.007197,-118.291455,,,0,,,0,,
1804773,1542,"Vermont & MLK Jr. Blvd. (CW)","",34.010639,-118.291498,,,0,,,0,,
1804920,1596,"32nd & Nevin Ave (CCW)","",34.012191,-118.246075,,,0,,,0,,
1804921,1555,"Vermont & MLK Jr. Blvd. (CCW)","",34.010626,-118.291612,,,0,,,0,,
1804922,1541,"Vermont & 42nd St. (CCW)","",34.007449,-118.291624,,,0,,,0,,
1804925,1540,"Vermont & Vernon Ave. (CCW)","",34.003858,-118.291608,,,0,,,0,,
1804926,1558,"Vermont & 46th St. (CCW)","",34.001396,-118.291589,,,0,,,0,,
1804927,1559,"Vermont & 48th St. (CCW)","",33.999344,-118.291565,,,0,,,0,,
1804928,1560,"Vermont & 51st St. (CCW)","",33.996691,-118.291568,,,0,,,0,,
1804929,1561,"Vermont & 53rd St. (CCW)","",33.993976,-118.29156,,,0,,,0,,
1804930,5005,"Slauson & Vermont Ave. (CCW)","",33.989055,-118.291029,,,0,,,0,,
1804931,5006,"Slauson & Hoover St. (CCW)","",33.989074,-118.287335,,,0,,,0,,
1804932,1564,"Slauson & Figueroa St. (CCW)","",33.989083,-118.28292,,,0,,,0,,
1804933,1565,"Slauson & Broadway (CCW)","",33.989114,-118.279066,,,0,,,0,,
1804934,1566,"Main & Slauson Ave. (CCW)","",33.989434,-118.273863,,,0,,,0,,
1804935,1567,"Main & 54th St. (CCW)","",33.993188,-118.273876,,,0,,,0,,
1804936,1568,"54th & San Pedro St. (CCW)","",33.993322,-118.269896,,,0,,,0,,
1804937,1569,"54th & Avalon Blvd. (CCW)","",33.993342,-118.265473,,,0,,,0,,
1804938,1570,"54th & McKinley Ave. (CCW)","",33.993388,-118.260674,,,0,,,0,,
1804939,1571,"55th & Central Ave. (CCW)","",33.992979,-118.256259,,,0,,,0,,
1804940,1572,"55th & Hooper Ave. (CCW)","",33.992966,-118.252271,,,0,,,0,,
1804941,1573,"Compton & 53rd St. (CCW)","",33.994614,-118.24769,,,0,,,0,,
1804942,1574,"Compton & 51st St. (CCW)","",33.99644,-118.247703,,,0,,,0,,
1804943,1575,"Compton & 48th Pl. (CCW)","",33.999159,-118.247703,,,0,,,0,,
1804944,1576,"Compton & 46th St. (CCW)","",34.002021,-118.24769,,,0,,,0,,
1804945,1577,"Compton & Vernon Ave. (CCW)","",34.00422,-118.247405,,,0,,,0,,
1804946,1578,"Compton & 42nd St. (CCW)","",34.006668,-118.24737,,,0,,,0,,
1804947,1579,"Compton Ave. & 41st (CCW)","",34.008514,-118.247411,,,0,,,0,,
1804948,1580,"41st & Hooper Ave. (CCW)","",34.009272,-118.25196,,,0,,,0,,
1804949,1581,"41st & Central Ave. (CCW)","",34.009243,-118.256297,,,0,,,0,,
1804950,1582,"Central & 42nd St. (CCW)","",34.007615,-118.256568,,,0,,,0,,
1804951,1583,"Central & Vernon Ave. (CCW)","",34.003987,-118.256992,,,0,,,0,,
1804952,1584,"Vernon & McKinley Ave. (CCW)","",34.003953,-118.260685,,,0,,,0,,
1804953,1585,"Vernon & Avalon Blvd. (CCW)","",34.003942,-118.264942,,,0,,,0,,
1804954,1586,"42nd & Avalon Blvd. (CCW)","",34.006657,-118.265395,,,0,,,0,,
1804955,1587,"San Pedro & 42nd Pl. (CCW)","",34.006466,-118.269678,,,0,,,0,,
1804956,1588,"Vernon & San Pedro St. (CCW)","",34.003907,-118.269968,,,0,,,0,,
1804957,1589,"Vernon & Main St. (CCW)","",34.003884,-118.274155,,,0,,,0,,
1804958,1590,"Vernon & Broadway (CCW)","",34.003844,-118.278068,,,0,,,0,,
1804959,1591,"Vernon & Figueroa St. (CCW)","",34.003798,-118.282459,,,0,,,0,,
1804960,1592,"Figueroa & 42nd St. (CCW)","",34.00726,-118.282647,,,0,,,0,,
1804961,1593,"Figueroa & MLK Jr. Blvd. (CCW)","",34.010873,-118.282633,,,0,,,0,,
2392223,8151,"Chatsworth & Woodley (Westbound)","",34.264749,-118.485135,,,0,,,0,,
2392225,8650,"Chatsworth & Woodley (Eastbound)","",34.2646,-118.485017,,,0,,,0,,
2611488,2029,"Vermont Canyon Rd (Greek Theater)","",34.120614,-118.295965,,,0,,,0,,
2611489,2030,"West Observatory Rd & Mt. Hollywood Dr","",34.123733,-118.301613,,,0,,,0,,
2611490,2031,"Greek Theater","",34.1205614785819,-118.296087592013,,,0,,,0,,
2790778,9119,"Pacific Ave & Reef St (Northbound)","",33.970002,-118.458036,,,0,,,0,,
2811468,8653," Balboa Blvd & Superior St (Southbound)","",34.246443,-118.502585,,,0,,,0,,
2811470,8652,"Balboa Blvd & Citronia St (Northbound)","",34.246508,-118.502389,,,0,,,0,,
2813434,2916,"W. Observatory Road (Drop-Off Only)","",34.120328,-118.300521,,,0,,,0,,
295975,2325,"3rd & Sherbourne (Westbound)","",34.073608,-118.379687,,,0,,,0,,
296260,2501,"Hollywood Blvd & Argyle Ave (Eastbound)","",34.10158,-118.325457,,,0,,,0,,
297220,2687,"Vermont Ave & Sunset Blvd","",34.098624,-118.29168,,,0,,,0,,
297696,1101,"Mlk Blvd & Magic Johnson Theater ","",34.011822,-118.337072,,,0,,,0,,
297778,1201,"37th St. & Grand (Eastbound)","",34.016398,-118.277457,,,0,,,0,,
298806,2413," Vine & Sunset Blvd ","",34.098286,-118.326567,,,0,,,0,,
298807,2415,"Vine & Hollywood ","",34.101891,-118.326686,,,0,,,0,,
298831,2401," Beachwood & Westshire ","",34.119921,-118.32111,,,0,,,0,,
298832,2402," Beachwood & Glen Oak ","",34.118786,-118.321501,,,0,,,0,,
298833,2403," Beachwood & Glen Alder ","",34.117115,-118.321568,,,0,,,0,,
298834,2404," Beachwood & Gower ","",34.115711,-118.321549,,,0,,,0,,
298835,2405,"Beachwood & Winans ","",34.113421,-118.321523,,,0,,,0,,
298836,2406," Beachwood & Temple Hill ","",34.111782,-118.321536,,,0,,,0,,
298837,2407,"Beachwood & Scenic ","",34.110145,-118.321536,,,0,,,0,,
298838,2408,"Beachwood & Mid Block ","",34.107045,-118.321705,,,0,,,0,,
298839,2699,"Beachwood Dr & Franklin Ave","",34.105286,-118.321608,,,0,,,0,,
298840,2416," Argyle & Yucca ","",34.103894,-118.325267,,,0,,,0,,
298841,2602,"Franklin & Argyle ","",34.105184,-118.324854,,,0,,,0,,
298842,2418," Beachwood & Franklin ","",34.105449,-118.321236,,,0,,,0,,
298843,2419," Beachwood & Mid Block ","",34.107208,-118.32163,,,0,,,0,,
298844,2420," Beachwood & Scenic ","",34.110035,-118.321458,,,0,,,0,,
298845,2421," Beachwood & Temple Hill ","",34.111683,-118.321464,,,0,,,0,,
298846,2422," Beachwood & Winans","",34.113216,-118.321407,,,0,,,0,,
298847,2423,"Beachwood & Cheremoya Ave","",34.115491,-118.321478,,,0,,,0,,
298848,2424," Beachwood & Glen Alder ","",34.116962,-118.321491,,,0,,,0,,
298849,2425," Beachwood & Glen Oak ","",34.118679,-118.321436,,,0,,,0,,
298850,2427," Beachwood & Westshire ","",34.119906,-118.321029,,,0,,,0,,
298860,2327,"Gracie Allen & George Burns (Eastbound)","",34.075255,-118.380949,,,0,,,0,,
298861,2328,"Beverly Blvd & San Vicente (Eastbound)","",34.076339,-118.378878,,,0,,,0,,
298862,2329,"La Cienega Blvd & Beverly (Northbound)","",34.076339,-118.376591,,,0,,,0,,
298863,2330,"La Cienega Blvd & Rosewood (Northbound)","",34.079859,-118.376548,,,0,,,0,,
298864,2331,"La Cienega Blvd & Melrose (Northbound)","",34.081786,-118.376501,,,0,,,0,,
298865,2332,"Melrose Ave & Orlando (Eastbound)","",34.083391,-118.373456,,,0,,,0,,
298866,2333,"Melrose Ave  & Harper (Eastbound)","",34.083671,-118.369249,,,0,,,0,,
298867,2334,"Melrose Ave & Crescent Heights (Eastbound)","",34.083703,-118.366097,,,0,,,0,,
298868,2335,"Fairfax Ave & Melrose (Southbound)","",34.083546,-118.361523,,,0,,,0,,
298869,2336,"Fairfax Ave & Rosewood (Southbound)","",34.07995,-118.361489,,,0,,,0,,
298870,2337,"Fairfax Ave & Oakwood (Southbound)","",34.077948,-118.361486,,,0,,,0,,
298871,2338,"Fairfax Ave & Beverly Blvd (Southbound)","",34.076423,-118.361489,,,0,,,0,,
298872,2339,"Fairfax & 1st (Southbound)","",34.074113,-118.361458,,,0,,,0,,
298873,2340,"3rd & Fairfax (Eastbound)","",34.071394,-118.360715,,,0,,,0,,
298874,2341,"3rd & Ogden (Eastbound)","",34.071101,-118.358707,,,0,,,0,,
298875,2342,"3rd & Burnside (Eastbound)","",34.070644,-118.355366,,,0,,,0,,
298876,2343,"3rd & Gardner (Eastbound)","",34.070323,-118.353243,,,0,,,0,,
298877,2344,"3rd & Hauser (Eastbound)","",34.069925,-118.351289,,,0,,,0,,
298878,2345,"Hauser & Fuller (Southbound)","",34.068917,-118.350812,,,0,,,0,,
298879,2346,"Hauser & Drexel (Southbound)","",34.067978,-118.349978,,,0,,,0,,
298880,2347,"Hauser & Burnside (Southbound)","",34.06649,-118.350258,,,0,,,0,,
298881,2348,"6th & Hauser (Eastbound)","",34.06487,-118.351172,,,0,,,0,,
298882,2349,"6th & Burnside (Eastbound)","",34.064874,-118.349501,,,0,,,0,,
298883,2350,"6th & Cochran (Eastbound)","",34.064866,-118.347671,,,0,,,0,,
298885,2351,"La Brea & 6th (Southbound)","",34.064828,-118.344074,,,0,,,0,,
298887,2302,"Wilshire Blvd & Cochran (Westbound)","",34.06235,-118.346577,,,0,,,0,,
298888,2303,"Wilshire Blvd & Burnside (Westbound)","",34.062401,-118.34868,,,0,,,0,,
298889,2304,"Wilshire Blvd & Hauser (Westbound)","",34.062412,-118.350786,,,0,,,0,,
298890,2305,"Wilshire Blvd & Masselin (Westbound)","",34.062468,-118.352779,,,0,,,0,,
298891,2306,"Wilshire Blvd & Curson (Westbound)","",34.062539,-118.35526,,,0,,,0,,
298892,2307,"Wilshire Blvd & Ogden (Westbound)","",34.062666,-118.358057,,,0,,,0,,
298893,2308,"Wilshire Blvd & Fairfax (Westbound)","",34.063008,-118.361037,,,0,,,0,,
298894,2309,"Fairfax Ave & 6th (Northbound)","",34.064639,-118.361324,,,0,,,0,,
298895,2310,"Fairfax Ave & Drexel (Northbound)","",34.068098,-118.361378,,,0,,,0,,
298896,2323,"La Cienega & 3rd (Southbound)","",34.07379,-118.376575,,,0,,,0,,
298897,2311,"Fairfax Ave & 3rd (Northbound)","",34.071944,-118.361359,,,0,,,0,,
298898,2312,"Fairfax & 1st (Northbound)","",34.074148,-118.361371,,,0,,,0,,
298899,2313,"Fairfax & Beverly (Northbound)","",34.075905,-118.361377,,,0,,,0,,
298900,2314,"Fairfax & Oakwood (Northbound)","",34.078505,-118.36138,,,0,,,0,,
298901,2315,"Fairfax & Rosewood (Northbound)","",34.080439,-118.361397,,,0,,,0,,
298902,2316,"Melrose Ave. & Fairfax Ave (Westbound)","",34.083883,-118.361745,,,0,,,0,,
298903,2317,"Melrose & Crescent Heights (Westbound)","",34.083781,-118.365608,,,0,,,0,,
298904,2318,"Melrose & Harper (Westbound)","",34.083754,-118.368773,,,0,,,0,,
298905,2319,"Melrose & Orlando (Westbound)","",34.083717,-118.372538,,,0,,,0,,
298906,2320,"La Cienega Blvd & Melrose (Southbound)","",34.081708,-118.376588,,,0,,,0,,
298907,2321,"La Cienega Blvd & Rosewood (Southbound)","",34.080391,-118.376613,,,0,,,0,,
298908,2322,"La Cienega Blvd & Beverly (Southbound)","",34.076299,-118.376677,,,0,,,0,,
298910,2502,"Sunset & Gower (Eastbound)","",34.097959,-118.322877,,,0,,,0,,
298911,2635,"Gower & Fountain (Southbound)","",34.094631,-118.32234,,,0,,,0,,
298912,2504,"Gower & Lexington (Southbound)","",34.092671,-118.322346,,,0,,,0,,
298913,2505,"Gower & Santa Monica (Southbound)","",34.09088,-118.322343,,,0,,,0,,
298914,2506,"Gower & Romaine (Southbound)","",34.089055,-118.322298,,,0,,,0,,
298915,2507,"Gower & Waring (Southbound)","",34.085538,-118.322282,,,0,,,0,,
298916,2508,"Melrose & Beachwood (Eastbound)","",34.083468,-118.321869,,,0,,,0,,
298917,2509,"Melrose & Windsor (Eastbound)","",34.083461,-118.319803,,,0,,,0,,
298918,2510,"Melrose & Bronson (Eastbound)","",34.083452,-118.318135,,,0,,,0,,
298919,2511,"Melrose & Van Ness (Eastbound)","",34.083446,-118.315979,,,0,,,0,,
298920,2512,"Melrose & Wilton (Eastbound)","",34.083448,-118.313782,,,0,,,0,,
298921,2513,"Western & Melrose (Southbound)","",34.083199,-118.309211,,,0,,,0,,
298922,2514,"Western & Maplewood (Southbound)","",34.080582,-118.309225,,,0,,,0,,
298923,2515,"Western & Elmwood (Southbound)","",34.078478,-118.309236,,,0,,,0,,
298924,2516,"Western & Beverly (Southbound)","",34.076608,-118.309219,,,0,,,0,,
298925,2517,"Western & 1st (Southbound)","",34.074106,-118.309214,,,0,,,0,,
298926,2518,"Western & 2nd (Southbound)","",34.071316,-118.309198,,,0,,,0,,
298928,2520,"Western & 4th (Southbound)","",34.067318,-118.309185,,,0,,,0,,
298929,2521,"6th & Western (Eastbound)","",34.063464,-118.308825,,,0,,,0,,
298931,2523,"Western & Wilshire (Northbound)","",34.06211,-118.309039,,,0,,,0,,
298932,2863,"Western & 6th (Northbound)","",34.063255,-118.309021,,,0,,,0,,
298934,2525,"Western & 5th (Northbound)","",34.065477,-118.309032,,,0,,,0,,
